Universe: 610 stocks, Volume profiles: 896 stocks
2026-03-14 22:19:23,253 [WARNING] trading.trade_planner: CPIX: fixed_risk shares 24999 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:19:23,253 [WARNING] trading.trade_planner: CPIX: fixed_risk shares 30769 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:19:23,365 [WARNING] trading.trade_planner: EDSA: fixed_risk shares 66666 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:19:23,381 [WARNING] trading.trade_planner: EDSA: fixed_risk shares 33333 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:19:23,381 [WARNING] trading.trade_planner: EDSA: fixed_risk shares 49261 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:19:23,413 [WARNING] trading.trade_planner: FCUV: fixed_risk shares 13477 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:19:23,540 [WARNING] trading.trade_planner: JVA: fixed_risk shares 10793 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:19:23,664 [WARNING] trading.trade_planner: MNTS: fixed_risk shares 57142 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:19:23,698 [WARNING] backtest: MTEX: Only 5 bars, need at least 6 for setup detection
2026-03-14 22:19:23,714 [WARNING] backtest: PLAG: Only 1 bars, need at least 6 for setup detection
2026-03-14 22:19:23,810 [WARNING] trading.trade_planner: SCOR: fixed_risk shares 12307 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:19:24,005 [WARNING] backtest: ANNA: Only 5 bars, need at least 6 for setup detection
2026-03-14 22:19:24,029 [WARNING] trading.trade_planner: ARTV: fixed_risk shares 22222 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:19:24,029 [WARNING] trading.trade_planner: ARTV: fixed_risk shares 19999 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:19:24,031 [WARNING] trading.trade_planner: ARTV: fixed_risk shares 16666 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:19:24,083 [WARNING] trading.trade_planner: BCTX: fixed_risk shares 33333 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:19:24,085 [WARNING] trading.trade_planner: BCTX: fixed_risk shares 33333 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:19:24,259 [WARNING] trading.trade_planner: DWTX: fixed_risk shares 32051 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:19:24,261 [WARNING] trading.trade_planner: DWTX: fixed_risk shares 17035 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:19:24,268 [WARNING] trading.trade_planner: FCUV: fixed_risk shares 33333 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:19:24,348 [WARNING] backtest: INKT: Only 3 bars, need at least 6 for setup detection
2026-03-14 22:19:24,704 [WARNING] trading.trade_planner: SPHL: fixed_risk shares 99999 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:19:24,728 [WARNING] trading.trade_planner: SVCO: fixed_risk shares 20429 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:19:25,243 [WARNING] trading.trade_planner: DWTX: fixed_risk shares 11350 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:19:25,445 [WARNING] trading.trade_planner: JVA: fixed_risk shares 22222 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:19:25,701 [WARNING] backtest: MTEX: Only 5 bars, need at least 6 for setup detection
2026-03-14 22:19:26,347 [WARNING] trading.trade_planner: ATLN: fixed_risk shares 24999 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:19:26,347 [WARNING] trading.trade_planner: ATLN: fixed_risk shares 22222 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:19:26,347 [WARNING] trading.trade_planner: ATLN: fixed_risk shares 28169 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:19:26,573 [WARNING] trading.trade_planner: DWTX: fixed_risk shares 24999 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:19:27,870 [WARNING] trading.trade_planner: BDMD: fixed_risk shares 30769 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:19:27,902 [WARNING] trading.trade_planner: CING: fixed_risk shares 23837 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:19:28,188 [WARNING] trading.trade_planner: DWTX: fixed_risk shares 25510 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:19:28,530 [WARNING] trading.trade_planner: MOVE: fixed_risk shares 19999 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:19:29,012 [WARNING] backtest: APLM: Only 3 bars, need at least 6 for setup detection
2026-03-14 22:19:29,223 [WARNING] trading.trade_planner: CRVO: fixed_risk shares 10526 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:19:30,536 [WARNING] trading.trade_planner: IMDX: fixed_risk shares 28571 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:19:30,821 [WARNING] trading.trade_planner: RCMT: fixed_risk shares 17391 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:19:31,013 [WARNING] trading.trade_planner: SNOA: fixed_risk shares 84745 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:19:31,407 [WARNING] trading.trade_planner: CNSP: fixed_risk shares 28571 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:19:31,441 [WARNING] trading.trade_planner: CRVO: fixed_risk shares 25773 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:19:32,200 [WARNING] trading.trade_planner: SINT: fixed_risk shares 40000 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:19:32,483 [WARNING] trading.trade_planner: XOS: fixed_risk shares 13333 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:19:33,186 [WARNING] trading.trade_planner: MCRP: fixed_risk shares 21482 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:19:33,186 [WARNING] trading.trade_planner: MCRP: fixed_risk shares 57142 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:19:33,233 [WARNING] trading.trade_planner: PLCE: fixed_risk shares 24999 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:19:33,340 [WARNING] trading.trade_planner: QNTM: fixed_risk shares 17953 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:19:34,059 [WARNING] trading.trade_planner: ECOR: fixed_risk shares 26666 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:19:34,439 [WARNING] trading.trade_planner: QNTM: fixed_risk shares 17094 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:19:34,607 [WARNING] trading.trade_planner: THCH: fixed_risk shares 50000 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:19:34,835 [WARNING] trading.trade_planner: AEYE: fixed_risk shares 16260 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:19:35,167 [WARNING] trading.trade_planner: CNSP: fixed_risk shares 36363 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:19:35,341 [WARNING] trading.trade_planner: DWTX: fixed_risk shares 57142 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:19:35,403 [WARNING] trading.trade_planner: EHLD: fixed_risk shares 18181 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:19:35,405 [WARNING] trading.trade_planner: EHLD: fixed_risk shares 18181 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:19:35,407 [WARNING] trading.trade_planner: EHLD: fixed_risk shares 18181 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:19:35,484 [WARNING] trading.trade_planner: HPAI: fixed_risk shares 11111 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:19:35,816 [WARNING] trading.trade_planner: LSE: fixed_risk shares 14285 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:19:35,832 [WARNING] trading.trade_planner: LSE: fixed_risk shares 18181 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:19:35,848 [WARNING] trading.trade_planner: LSE: fixed_risk shares 11111 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:19:36,140 [WARNING] trading.trade_planner: ULY: fixed_risk shares 40000 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:19:36,140 [WARNING] trading.trade_planner: ULY: fixed_risk shares 66666 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:19:36,577 [WARNING] trading.trade_planner: CRVO: fixed_risk shares 33333 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:19:36,970 [WARNING] trading.trade_planner: JYD: fixed_risk shares 84388 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:19:36,970 [WARNING] trading.trade_planner: JYD: fixed_risk shares 31397 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:19:36,973 [WARNING] trading.trade_planner: JYD: fixed_risk shares 54945 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:19:36,973 [WARNING] trading.trade_planner: JYD: fixed_risk shares 21344 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:19:37,337 [WARNING] trading.trade_planner: RAIN: fixed_risk shares 49999 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:19:37,375 [WARNING] trading.trade_planner: SCOR: fixed_risk shares 13793 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:19:37,464 [WARNING] trading.trade_planner: ULY: fixed_risk shares 73800 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:19:37,518 [WARNING] trading.trade_planner: WKHS: fixed_risk shares 74074 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:19:37,575 [WARNING] trading.trade_planner: ANNA: fixed_risk shares 18181 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:19:37,718 [WARNING] trading.trade_planner: CLIK: fixed_risk shares 33333 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:19:37,928 [WARNING] trading.trade_planner: ELAB: fixed_risk shares 10526 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:19:38,052 [WARNING] trading.trade_planner: HUHU: fixed_risk shares 15267 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:19:38,052 [WARNING] trading.trade_planner: HUHU: fixed_risk shares 12903 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:19:38,160 [WARNING] trading.trade_planner: JVA: fixed_risk shares 16666 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:19:39,271 [WARNING] trading.trade_planner: HUHU: fixed_risk shares 16680 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:19:39,303 [WARNING] trading.trade_planner: HUHU: fixed_risk shares 19704 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:19:39,303 [WARNING] trading.trade_planner: HUHU: fixed_risk shares 26666 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:19:39,587 [WARNING] trading.trade_planner: MVO: fixed_risk shares 11534 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:19:40,205 [WARNING] trading.trade_planner: CRVO: fixed_risk shares 29112 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:19:40,443 [WARNING] trading.trade_planner: HUHU: fixed_risk shares 18198 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:19:40,443 [WARNING] trading.trade_planner: HUHU: fixed_risk shares 11771 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:19:40,762 [WARNING] trading.trade_planner: ROLR: fixed_risk shares 25031 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:19:41,000 [WARNING] trading.trade_planner: WKHS: fixed_risk shares 24999 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:19:41,022 [WARNING] trading.trade_planner: WKHS: fixed_risk shares 95238 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:19:41,260 [WARNING] trading.trade_planner: BDMD: fixed_risk shares 24479 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:19:41,260 [WARNING] trading.trade_planner: BDMD: fixed_risk shares 24999 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:19:41,477 [WARNING] trading.trade_planner: EDBL: fixed_risk shares 24999 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:19:41,508 [WARNING] trading.trade_planner: EHLD: fixed_risk shares 30769 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:19:41,508 [WARNING] trading.trade_planner: EHLD: fixed_risk shares 25906 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:19:42,126 [WARNING] trading.trade_planner: ROLR: fixed_risk shares 66666 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:19:42,126 [WARNING] trading.trade_planner: ROLR: fixed_risk shares 49999 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:19:42,323 [WARNING] trading.trade_planner: VVPR: fixed_risk shares 11198 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:19:42,783 [WARNING] trading.trade_planner: HUHU: fixed_risk shares 50000 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:19:42,799 [WARNING] trading.trade_planner: HUHU: fixed_risk shares 40000 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:19:42,862 [WARNING] backtest: JWEL: Only 4 bars, need at least 6 for setup detection
2026-03-14 22:19:43,308 [WARNING] trading.trade_planner: VVPR: fixed_risk shares 18181 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:19:43,323 [WARNING] backtest: ABTS: Only 3 bars, need at least 6 for setup detection
2026-03-14 22:19:43,958 [WARNING] trading.trade_planner: MCRP: fixed_risk shares 40000 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:19:43,971 [WARNING] backtest: MTEX: Only 4 bars, need at least 6 for setup detection
2026-03-14 22:19:44,083 [WARNING] trading.trade_planner: QNTM: fixed_risk shares 26315 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:19:44,083 [WARNING] trading.trade_planner: QNTM: fixed_risk shares 28571 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:19:44,702 [WARNING] trading.trade_planner: DOMH: fixed_risk shares 33557 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:19:44,718 [WARNING] trading.trade_planner: DOMH: fixed_risk shares 50632 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:19:44,899 [WARNING] trading.trade_planner: INDO: fixed_risk shares 49019 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:19:45,359 [WARNING] trading.trade_planner: SNOA: fixed_risk shares 19175 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:19:45,926 [WARNING] trading.trade_planner: ACON: fixed_risk shares 22222 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:19:46,125 [WARNING] trading.trade_planner: ATLN: fixed_risk shares 15444 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:19:46,947 [WARNING] backtest: RAIN: Only 5 bars, need at least 6 for setup detection
2026-03-14 22:19:47,027 [WARNING] trading.trade_planner: SPCB: fixed_risk shares 23923 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:19:47,523 [WARNING] backtest: BRFH: Only 3 bars, need at least 6 for setup detection
2026-03-14 22:19:47,808 [WARNING] trading.trade_planner: EXOZ: fixed_risk shares 15384 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:19:47,810 [WARNING] trading.trade_planner: EXOZ: fixed_risk shares 15384 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:19:48,028 [WARNING] trading.trade_planner: MAXN: fixed_risk shares 33222 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:19:48,545 [WARNING] trading.trade_planner: WCT: fixed_risk shares 33333 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:19:48,593 [WARNING] trading.trade_planner: XCUR: fixed_risk shares 24968 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:19:48,597 [WARNING] trading.trade_planner: XCUR: fixed_risk shares 24968 exceeds max_shares 10000, capping (risk budget distorted)
