day,symbol,m,sp_mean,sp_med,mid_med,n_q,err
2024-11-13,NTRA,600,0.678809523809527,0.6899999999999977,162.095,126,
2024-11-13,NTRA,738,0.385428571428579,0.36000000000001364,163.62,35,
2024-11-13,NTRA,895,0.3609166666666676,0.3400000000000034,158.67000000000002,120,
2024-11-13,OPRX,663,0.04999999999999982,0.04999999999999982,6.234999999999999,17,
2024-11-13,OPRX,678,0.05772727272727289,0.0600000000000005,6.08,44,
2024-11-13,OPRX,722,0.0255555555555559,0.03000000000000025,6.035,18,
2024-11-13,OPRX,882,0.03297794117647068,0.03000000000000025,5.890000000000001,272,
2024-11-13,PAY,660,0.5092500000000004,0.5649999999999977,36.349999999999994,80,
2024-11-13,PAY,838,0.24304878048780712,0.28000000000000114,35.69,82,
2024-11-13,PAY,840,0.21062500000000606,0.18000000000000682,35.5,16,
2024-11-13,PAY,906,0.06536231884058061,0.03999999999999915,34.705,69,
2024-11-13,RDWR,780,0.0722580645161299,0.07000000000000028,23.744999999999997,31,
2024-11-13,RDWR,840,0.11500000000000077,0.13000000000000256,24.125,38,
2024-11-13,RDWR,886,0.06945945945945886,0.0799999999999983,23.75,111,
2024-11-13,RDWR,955,0.0332638888888895,0.03999999999999915,23.854999999999997,144,
2024-11-13,RELY,600,0.06676470588235295,0.07000000000000028,20.365,136,
2024-11-13,RELY,955,0.01297959183673383,0.00999999999999801,20.305,490,
2024-11-13,RIVN,600,0.010829220138203394,0.009999999999999787,12.205,4052,
2024-11-13,RIVN,660,0.010046189376443204,0.009999999999999787,12.585,1732,
2024-11-13,RIVN,669,0.010077964710710022,0.009999999999999787,12.785,2437,
2024-11-13,RIVN,699,0.010087293889427994,0.009999999999999787,12.385000000000002,2062,
2024-11-13,RIVN,701,0.010047923322683491,0.009999999999999787,12.325,1252,
2024-11-13,RIVN,877,0.010046367851623064,0.009999999999999787,12.035,1294,
2024-11-13,RKLB,600,0.014401856308009624,0.010000000000001563,19.770000000000003,5818,
2024-11-13,RKLB,601,0.015961108627626393,0.010000000000001563,19.585,4474,
2024-11-13,RKLB,660,0.014336327345309227,0.010000000000001563,22.28,4008,
2024-11-13,RKLB,663,0.013853165804385436,0.010000000000001563,22.155,4059,
2024-11-13,RKLB,720,0.011201530612244983,0.010000000000001563,20.975,3920,
2024-11-13,RKLB,730,0.012011255924170792,0.010000000000001563,20.665,3376,
2024-11-13,RKLB,780,0.010639296187683316,0.010000000000001563,19.975,1705,
2024-11-13,RKLB,931,0.010501342882721617,0.010000000000001563,19.575,3351,
2024-11-13,RNA,600,0.2847499999999994,0.28000000000000114,51.97,80,
2024-11-13,RNA,631,0.1888268156424574,0.18999999999999773,53.675,179,
2024-11-13,RNA,660,0.1719863013698616,0.1700000000000017,54.105000000000004,146,
2024-11-13,RNA,808,0.14787401574803094,0.14000000000000057,53.025,127,
